HG00404	CHS	7
HG00406	CHS	7
HG00407	CHS	7
HG00409	CHS	7
HG00410	CHS	7
HG00419	CHS	7
HG00421	CHS	7
HG00422	CHS	7
HG00428	CHS	7
HG00436	CHS	7
HG00437	CHS	7
HG00442	CHS	7
HG00443	CHS	7
HG00445	CHS	7
HG00446	CHS	7
HG00448	CHS	7
HG00449	CHS	7
HG00451	CHS	7
HG00452	CHS	7
HG00457	CHS	7
HG00458	CHS	7
HG00463	CHS	7
HG00464	CHS	7
HG00472	CHS	7
HG00473	CHS	7
HG00475	CHS	7
HG00476	CHS	7
HG00478	CHS	7
HG00479	CHS	7
HG00500	CHS	7
HG00513	CHS	7
HG00524	CHS	7
HG00525	CHS	7
HG00530	CHS	7
HG00531	CHS	7
HG00533	CHS	7
HG00534	CHS	7
HG00536	CHS	7
HG00537	CHS	7
HG00542	CHS	7
HG00543	CHS	7
HG00551	PUR	24
HG00553	PUR	24
HG00554	PUR	24
HG00556	CHS	7
HG00557	CHS	7
HG00559	CHS	7
HG00560	CHS	7
HG00565	CHS	7
HG00566	CHS	7
HG00580	CHS	7
HG00581	CHS	7
HG00583	CHS	7
HG00584	CHS	7
HG00589	CHS	7
HG00590	CHS	7
HG00592	CHS	7
HG00593	CHS	7
HG00595	CHS	7
HG00596	CHS	7
HG00598	CHS	7
HG00599	CHS	7
HG00607	CHS	7
HG00608	CHS	7
HG00610	CHS	7
HG00611	CHS	7
HG00613	CHS	7
HG00614	CHS	7
HG00619	CHS	7
HG00620	CHS	7
HG00622	CHS	7
HG00623	CHS	7
HG00625	CHS	7
HG00626	CHS	7
HG00628	CHS	7
HG00629	CHS	7
HG00631	CHS	7
HG00632	CHS	7
HG00634	CHS	7
HG00637	PUR	24
HG00638	PUR	24
HG00640	PUR	24
HG00641	PUR	24
HG00650	CHS	7
HG00651	CHS	7
HG00653	CHS	7
HG00654	CHS	7
HG00656	CHS	7
HG00657	CHS	7
HG00662	CHS	7
HG00663	CHS	7
HG00671	CHS	7
HG00672	CHS	7
HG00674	CHS	7
HG00675	CHS	7
HG00683	CHS	7
HG00684	CHS	7
HG00689	CHS	7
HG00690	CHS	7
HG00692	CHS	7
HG00693	CHS	7
HG00698	CHS	7
HG00699	CHS	7
HG00701	CHS	7
HG00704	CHS	7
HG00705	CHS	7
HG00707	CHS	7
HG00708	CHS	7
HG00717	CHS	7
HG00728	CHS	7
HG00729	CHS	7
HG00731	PUR	24
HG00732	PUR	24
HG00734	PUR	24
HG00736	PUR	24
HG00737	PUR	24
HG00739	PUR	24
HG00740	PUR	24
HG00742	PUR	24
HG00743	PUR	24
HG00759	CDX	4
HG00766	CDX	4
HG00844	CDX	4
HG00851	CDX	4
HG00864	CDX	4
HG00867	CDX	4
HG00879	CDX	4
HG00881	CDX	4
HG00956	CDX	4
HG00978	CDX	4
HG00982	CDX	4
HG01028	CDX	4
HG01029	CDX	4
HG01031	CDX	4
HG01046	CDX	4
HG01047	PUR	24
HG01048	PUR	24
HG01049	PUR	24
HG01051	PUR	24
HG01052	PUR	24
HG01054	PUR	24
HG01055	PUR	24
HG01058	PUR	24
HG01060	PUR	24
HG01061	PUR	24
HG01063	PUR	24
HG01064	PUR	24
HG01066	PUR	24
HG01067	PUR	24
HG01069	PUR	24
HG01070	PUR	24
HG01072	PUR	24
HG01073	PUR	24
HG01075	PUR	24
HG01077	PUR	24
HG01079	PUR	24
HG01080	PUR	24
HG01082	PUR	24
HG01083	PUR	24
HG01085	PUR	24
HG01086	PUR	24
HG01088	PUR	24
HG01089	PUR	24
HG01092	PUR	24
HG01094	PUR	24
HG01095	PUR	24
HG01097	PUR	24
HG01098	PUR	24
HG01101	PUR	24
HG01102	PUR	24
HG01104	PUR	24
HG01105	PUR	24
HG01107	PUR	24
HG01108	PUR	24
HG01110	PUR	24
HG01111	PUR	24
HG01112	CLM	8
HG01113	CLM	8
HG01119	CLM	8
HG01121	CLM	8
HG01122	CLM	8
HG01124	CLM	8
HG01125	CLM	8
HG01130	CLM	8
HG01131	CLM	8
HG01133	CLM	8
HG01134	CLM	8
HG01136	CLM	8
HG01137	CLM	8
HG01139	CLM	8
HG01140	CLM	8
HG01142	CLM	8
HG01148	CLM	8
HG01149	CLM	8
HG01161	PUR	24
HG01162	PUR	24
HG01164	PUR	24
HG01167	PUR	24
HG01168	PUR	24
HG01170	PUR	24
HG01171	PUR	24
HG01173	PUR	24
HG01174	PUR	24
HG01176	PUR	24
HG01177	PUR	24
HG01182	PUR	24
HG01183	PUR	24
HG01187	PUR	24
HG01188	PUR	24
HG01190	PUR	24
HG01191	PUR	24
HG01197	PUR	24
HG01198	PUR	24
HG01200	PUR	24
HG01204	PUR	24
HG01205	PUR	24
HG01241	PUR	24
HG01242	PUR	24
HG01247	PUR	24
HG01248	PUR	24
HG01250	CLM	8
HG01251	CLM	8
HG01253	CLM	8
HG01254	CLM	8
HG01256	CLM	8
HG01257	CLM	8
HG01259	CLM	8
HG01260	CLM	8
HG01269	CLM	8
HG01271	CLM	8
HG01272	CLM	8
HG01275	CLM	8
HG01277	CLM	8
HG01280	CLM	8
HG01281	CLM	8
HG01284	CLM	8
HG01286	PUR	24
HG01302	PUR	24
HG01303	PUR	24
HG01305	PUR	24
HG01308	PUR	24
HG01311	PUR	24
HG01312	PUR	24
HG01323	PUR	24
HG01325	PUR	24
HG01326	PUR	24
HG01334	GBR	11
HG01341	CLM	8
HG01342	CLM	8
HG01344	CLM	8
HG01345	CLM	8
HG01348	CLM	8
HG01350	CLM	8
HG01351	CLM	8
HG01353	CLM	8
HG01354	CLM	8
HG01356	CLM	8
HG01357	CLM	8
HG01359	CLM	8
HG01360	CLM	8
HG01362	CLM	8
HG01363	CLM	8
HG01365	CLM	8
HG01366	CLM	8
HG01369	CLM	8
HG01372	CLM	8
HG01374	CLM	8
HG01375	CLM	8
HG01377	CLM	8
HG01378	CLM	8
HG01383	CLM	8
HG01384	CLM	8
HG01389	CLM	8
HG01390	CLM	8
HG01392	PUR	24
HG01393	PUR	24
HG01395	PUR	24
HG01396	PUR	24
HG01398	PUR	24
HG01402	PUR	24
HG01403	PUR	24
HG01405	PUR	24
HG01412	PUR	24
HG01413	PUR	24
HG01414	PUR	24
HG01431	CLM	8
HG01432	CLM	8
HG01435	CLM	8
HG01437	CLM	8
HG01438	CLM	8
HG01440	CLM	8
HG01441	CLM	8
HG01443	CLM	8
HG01444	CLM	8
HG01447	CLM	8
HG01455	CLM	8
HG01456	CLM	8
HG01459	CLM	8
HG01461	CLM	8
HG01462	CLM	8
HG01464	CLM	8
HG01465	CLM	8
HG01468	CLM	8
HG01474	CLM	8
HG01479	CLM	8
HG01485	CLM	8
HG01486	CLM	8
HG01488	CLM	8
HG01489	CLM	8
HG01491	CLM	8
HG01492	CLM	8
HG01494	CLM	8
HG01495	CLM	8
HG01497	CLM	8
HG01498	CLM	8
HG01500	IBS	14
HG01501	IBS	14
HG01503	IBS	14
HG01504	IBS	14
HG01506	IBS	14
HG01507	IBS	14
HG01509	IBS	14
HG01510	IBS	14
HG01512	IBS	14
HG01513	IBS	14
HG01515	IBS	14
HG01516	IBS	14
HG01518	IBS	14
HG01519	IBS	14
HG01521	IBS	14
HG01522	IBS	14
HG01524	IBS	14
HG01525	IBS	14
HG01527	IBS	14
HG01528	IBS	14
HG01530	IBS	14
HG01531	IBS	14
HG01536	IBS	14
HG01537	IBS	14
HG01550	CLM	8
HG01551	CLM	8
HG01556	CLM	8
HG01565	PEL	22
HG01566	PEL	22
HG01571	PEL	22
HG01572	PEL	22
HG01577	PEL	22
HG01578	PEL	22
HG01583	PJL	23
HG01586	PJL	23
HG01589	PJL	23
HG01593	PJL	23
HG01595	KHV	18
HG01596	KHV	18
HG01597	KHV	18
HG01598	KHV	18
HG01599	KHV	18
HG01600	KHV	18
HG01602	IBS	14
HG01603	IBS	14
HG01605	IBS	14
HG01606	IBS	14
HG01607	IBS	14
HG01608	IBS	14
HG01610	IBS	14
HG01612	IBS	14
HG01613	IBS	14
HG01615	IBS	14
HG01617	IBS	14
HG01618	IBS	14
HG01619	IBS	14
HG01620	IBS	14
HG01623	IBS	14
HG01624	IBS	14
HG01625	IBS	14
HG01626	IBS	14
HG01628	IBS	14
HG01630	IBS	14
HG01631	IBS	14
HG01632	IBS	14
HG01668	IBS	14
HG01669	IBS	14
HG01670	IBS	14
HG01672	IBS	14
HG01673	IBS	14
HG01675	IBS	14
HG01676	IBS	14
HG01678	IBS	14
HG01679	IBS	14
HG01680	IBS	14
HG01682	IBS	14
HG01684	IBS	14
HG01685	IBS	14
HG01686	IBS	14
HG01694	IBS	14
HG01695	IBS	14
HG01697	IBS	14
HG01699	IBS	14
HG01700	IBS	14
HG01702	IBS	14
HG01704	IBS	14
HG01705	IBS	14
HG01707	IBS	14
HG01708	IBS	14
HG01709	IBS	14
HG01710	IBS	14
HG01746	IBS	14
HG01747	IBS	14
HG01756	IBS	14
HG01757	IBS	14
HG01761	IBS	14
HG01762	IBS	14
HG01765	IBS	14
HG01766	IBS	14
HG01767	IBS	14
HG01768	IBS	14
HG01770	IBS	14
HG01771	IBS	14
HG01773	IBS	14
HG01775	IBS	14
HG01776	IBS	14
HG01777	IBS	14
HG01779	IBS	14
HG01781	IBS	14
HG01783	IBS,MSL	15
HG01784	IBS	14
HG01785	IBS	14
HG01786	IBS	14
HG01789	GBR	11
HG01790	GBR	11
HG01791	GBR	11
HG01794	CDX	4
HG01795	CDX	4
HG01796	CDX	4
HG01797	CDX	4
HG01798	CDX	4
HG01799	CDX	4
HG01800	CDX	4
HG01801	CDX	4
HG01802	CDX	4
HG01804	CDX	4
HG01805	CDX	4
HG01806	CDX	4
HG01807	CDX	4
HG01808	CDX	4
HG01809	CDX	4
HG01810	CDX	4
HG01811	CDX	4
HG01812	CDX	4
HG01813	CDX	4
HG01815	CDX	4
HG01816	CDX	4
HG01817	CDX	4
HG01840	KHV	18
HG01841	KHV	18
HG01842	KHV	18
HG01843	KHV	18
HG01844	KHV	18
HG01845	KHV	18
HG01846	KHV	18
HG01847	KHV	18
HG01848	KHV	18
HG01849	KHV	18
HG01850	KHV	18
HG01851	KHV	18
HG01852	KHV	18
HG01853	KHV	18
HG01855	KHV	18
HG01857	KHV	18
HG01858	KHV	18
HG01859	KHV	18
HG01860	KHV	18
HG01861	KHV	18
HG01862	KHV	18
HG01863	KHV	18
HG01864	KHV	18
HG01865	KHV	18
HG01866	KHV	18
HG01867	KHV	18
HG01868	KHV	18
HG01869	KHV	18
HG01870	KHV	18
HG01871	KHV	18
HG01872	KHV	18
HG01873	KHV	18
HG01874	KHV	18
HG01878	KHV	18
HG01879	ACB	1
HG01880	ACB	1
HG01882	ACB	1
HG01883	ACB	1
HG01885	ACB	1
HG01886	ACB	1
HG01889	ACB	1
HG01890	ACB	1
HG01892	PEL	22
HG01893	PEL	22
HG01894	ACB	1
HG01896	ACB	1
HG01912	ACB	1
HG01914	ACB	1
HG01915	ACB	1
HG01917	PEL	22
HG01918	PEL	22
HG01920	PEL	22
HG01921	PEL	22
HG01923	PEL	22
HG01924	PEL	22
HG01926	PEL	22
HG01927	PEL	22
HG01932	PEL	22
HG01933	PEL	22
HG01935	PEL	22
HG01936	PEL	22
HG01938	PEL	22
HG01939	PEL	22
HG01941	PEL	22
HG01942	PEL	22
HG01944	PEL	22
HG01945	PEL	22
HG01947	PEL	22
HG01948	PEL	22
HG01950	PEL	22
HG01951	PEL	22
HG01953	PEL	22
HG01954	PEL	22
HG01956	ACB	1
HG01958	ACB	1
HG01961	PEL	22
HG01965	PEL	22
HG01967	PEL	22
HG01968	PEL	22
HG01970	PEL	22
HG01971	PEL	22
HG01973	PEL	22
HG01974	PEL	22
HG01976	PEL	22
HG01977	PEL	22
HG01979	PEL	22
HG01980	PEL	22
HG01982	PEL	22
HG01985	ACB	1
HG01986	ACB	1
HG01988	ACB	1
HG01989	ACB	1
HG01990	ACB	1
HG01991	PEL	22
HG01992	PEL	22
HG01997	PEL	22
HG02002	PEL	22
HG02003	PEL	22
HG02006	PEL	22
HG02008	PEL	22
HG02009	ACB	1
HG02010	ACB	1
HG02012	ACB	1
HG02013	ACB	1
HG02014	ACB	1
HG02016	KHV	18
HG02017	KHV	18
HG02019	KHV	18
HG02020	KHV	18
HG02023	KHV	18
HG02025	KHV	18
HG02026	KHV	18
HG02028	KHV	18
HG02029	KHV	18
HG02031	KHV	18
HG02032	KHV	18
HG02035	KHV	18
HG02040	KHV	18
HG02047	KHV	18
HG02048	KHV	18
HG02049	KHV	18
HG02050	KHV	18
HG02051	ACB	1
HG02052	ACB	1
HG02053	ACB	1
HG02054	ACB	1
HG02057	KHV	18
HG02058	KHV	18
HG02060	KHV	18
HG02061	KHV	18
HG02064	KHV	18
HG02067	KHV	18
HG02069	KHV	18
HG02070	KHV	18
HG02072	KHV	18
HG02073	KHV	18
HG02075	KHV	18
HG02076	KHV	18
HG02078	KHV	18
HG02079	KHV	18
HG02081	KHV	18
HG02082	KHV	18
HG02084	KHV	18
HG02085	KHV	18
HG02086	KHV	18
HG02087	KHV	18
HG02088	KHV	18
HG02089	PEL	22
HG02090	PEL	22
HG02095	ACB	1
HG02102	PEL	22
HG02104	PEL	22
HG02105	PEL	22
HG02107	ACB	1
HG02108	ACB	1
HG02111	ACB	1
HG02113	KHV	18
HG02116	KHV	18
HG02121	KHV	18
HG02122	KHV	18
HG02127	KHV	18
HG02128	KHV	18
HG02130	KHV	18
HG02131	KHV	18
HG02133	KHV	18
HG02134	KHV	18
HG02136	KHV	18
HG02137	KHV	18
HG02138	KHV	18
HG02139	KHV	18
HG02140	KHV	18
HG02141	KHV	18
HG02142	KHV	18
HG02143	ACB	1
HG02144	ACB	1
HG02146	PEL	22
HG02147	PEL	22
HG02150	PEL	22
HG02151	CDX	4
HG02152	CDX	4
HG02153	CDX	4
HG02154	CDX	4
HG02155	CDX	4
HG02156	CDX	4
HG02164	CDX	4
HG02165	CDX	4
HG02166	CDX	4
HG02178	CDX	4
HG02179	CDX	4
HG02180	CDX	4
HG02181	CDX	4
HG02182	CDX	4
HG02184	CDX	4
HG02185	CDX	4
HG02186	CDX	4
HG02187	CDX	4
HG02188	CDX	4
HG02190	CDX	4
HG02215	GBR	11
HG02219	IBS	14
HG02220	IBS	14
HG02221	IBS	14
HG02223	IBS	14
HG02224	IBS	14
HG02230	IBS	14
HG02231	IBS	14
HG02232	IBS	14
HG02233	IBS	14
HG02235	IBS	14
HG02236	IBS	14
HG02238	IBS	14
HG02239	IBS	14
HG02250	CDX	4
HG02252	PEL	22
HG02253	PEL	22
HG02255	ACB	1
HG02256	ACB	1
HG02259	PEL	22
HG02260	PEL	22
HG02262	PEL	22
HG02265	PEL	22
HG02266	PEL	22
HG02271	PEL	22
HG02272	PEL	22
HG02274	PEL	22
HG02275	PEL	22
HG02277	PEL	22
HG02278	PEL	22
HG02281	ACB	1
HG02282	ACB	1
HG02283	ACB	1
HG02284	ACB	1
HG02285	PEL	22
HG02286	PEL	22
HG02291	PEL	22
HG02292	PEL	22
HG02298	PEL	22
HG02299	PEL	22
HG02301	PEL	22
HG02304	PEL	22
HG02307	ACB	1
HG02308	ACB	1
HG02309	ACB	1
HG02312	PEL	22
HG02314	ACB	1
HG02315	ACB	1
HG02317	ACB	1
HG02318	ACB	1
HG02322	ACB	1
HG02323	ACB	1
HG02325	ACB	1
HG02330	ACB	1
HG02332	ACB	1
HG02334	ACB	1
HG02337	ACB	1
HG02339	ACB	1
HG02343	ACB	1
HG02345	PEL	22
HG02348	PEL	22
HG02351	CDX	4
HG02353	CDX	4
HG02355	CDX	4
HG02356	CDX	4
HG02360	CDX	4
HG02364	CDX	4
HG02367	CDX	4
HG02371	CDX	4
HG02373	CDX	4
HG02374	CDX	4
HG02375	CDX	4
HG02379	CDX	4
HG02380	CDX	4
HG02382	CDX	4
HG02383	CDX	4
HG02384	CDX	4
HG02385	CDX	4
HG02386	CDX	4
HG02389	CDX	4
HG02390	CDX	4
HG02391	CDX	4
HG02392	CDX	4
HG02394	CDX	4
HG02395	CDX	4
HG02396	CDX	4
HG02397	CDX	4
HG02398	CDX	4
HG02399	CDX	4
HG02401	CDX	4
HG02402	CDX	4
HG02406	CDX	4
HG02407	CDX	4
HG02408	CDX	4
HG02409	CDX	4
HG02410	CDX	4
HG02419	ACB	1
HG02420	ACB	1
HG02425	PEL	22
HG02427	ACB	1
HG02429	ACB	1
HG02433	ACB	1
HG02439	ACB	1
HG02442	ACB	1
HG02445	ACB	1
HG02449	ACB	1
HG02450	ACB	1
HG02455	ACB	1
HG02461	GWD	13
HG02462	GWD	13
HG02464	GWD	13
HG02465	GWD	13
HG02470	ACB	1
HG02471	ACB	1
HG02476	ACB	1
HG02477	ACB	1
HG02479	ACB	1
HG02481	ACB	1
HG02484	ACB	1
HG02485	ACB	1
HG02489	ACB	1
HG02490	PJL	23
HG02491	PJL	23
HG02493	PJL	23
HG02494	PJL	23
HG02496	ACB	1
HG02497	ACB	1
HG02501	ACB	1
HG02502	ACB	1
HG02505	ACB	1
HG02508	ACB	1
HG02511	ACB	1
HG02512	KHV	18
HG02513	KHV	18
HG02521	KHV	18
HG02522	KHV	18
HG02536	ACB	1
HG02537	ACB	1
HG02541	ACB	1
HG02545	ACB	1
HG02546	ACB	1
HG02549	ACB	1
HG02554	ACB	1
HG02555	ACB	1
HG02557	ACB	1
HG02558	ACB	1
HG02561	GWD	13
HG02562	GWD	13
HG02568	GWD	13
HG02570	GWD	13
HG02571	GWD	13
HG02573	GWD	13
HG02574	GWD	13
HG02577	ACB	1
HG02580	ACB	1
HG02582	GWD	13
HG02583	GWD	13
HG02585	GWD	13
HG02586	GWD	13
HG02588	GWD	13
HG02589	GWD	13
HG02594	GWD	13
HG02595	GWD	13
HG02597	PJL	23
HG02600	PJL	23
HG02601	PJL	23
HG02603	PJL	23
HG02604	PJL	23
HG02610	GWD	13
HG02611	GWD	13
HG02613	GWD	13
HG02614	GWD	13
HG02620	GWD	13
HG02621	GWD	13
HG02623	GWD	13
HG02624	GWD	13
HG02628	GWD	13
HG02629	GWD	13
HG02634	GWD	13
HG02635	GWD	13
HG02642	GWD	13
HG02643	GWD	13
HG02645	GWD	13
HG02646	GWD	13
HG02648	PJL	23
HG02649	PJL	23
HG02651	PJL	23
HG02652	PJL	23
HG02654	PJL	23
HG02655	PJL	23
HG02657	PJL	23
HG02658	PJL	23
HG02660	PJL	23
HG02661	PJL	23
HG02666	GWD	13
HG02667	GWD	13
HG02675	GWD	13
HG02676	GWD	13
HG02678	GWD	13
HG02679	GWD	13
HG02681	PJL	23
HG02682	PJL	23
HG02684	PJL	23
HG02685	PJL	23
HG02687	PJL	23
HG02688	PJL	23
HG02690	PJL	23
HG02691	PJL	23
HG02694	PJL	23
HG02696	PJL	23
HG02697	PJL	23
HG02699	PJL	23
HG02700	PJL	23
HG02702	GWD	13
HG02703	GWD	13
HG02715	GWD	13
HG02716	GWD	13
HG02721	GWD	13
HG02722	GWD	13
HG02724	PJL	23
HG02725	PJL	23
HG02727	PJL	23
HG02728	PJL	23
HG02731	PJL	23
HG02733	PJL	23
HG02734	PJL	23
HG02736	PJL	23
HG02737	PJL	23
HG02756	GWD	13
HG02757	GWD	13
HG02759	GWD	13
HG02760	GWD	13
HG02763	GWD	13
HG02768	GWD	13
HG02769	GWD	13
HG02771	GWD	13
HG02772	GWD	13
HG02774	PJL	23
HG02775	PJL	23
HG02778	PJL	23
HG02780	PJL	23
HG02783	PJL	23
HG02784	PJL	23
HG02786	PJL	23
HG02787	PJL	23
HG02789	PJL	23
HG02790	PJL	23
HG02792	PJL	23
HG02793	PJL	23
HG02798	GWD	13
HG02799	GWD	13
HG02804	GWD	13
HG02805	GWD	13
HG02807	GWD	13
HG02808	GWD	13
HG02810	GWD	13
HG02811	GWD	13
HG02813	GWD	13
HG02814	GWD	13
HG02816	GWD	13
HG02817	GWD	13
HG02819	GWD	13
HG02820	GWD	13
HG02836	GWD	13
HG02837	GWD	13
HG02839	GWD	13
HG02840	GWD	13
HG02851	GWD	13
HG02852	GWD	13
HG02854	GWD	13
HG02855	GWD	13
HG02860	GWD	13
HG02861	GWD	13
HG02870	GWD	13
HG02878	GWD	13
HG02879	GWD	13
HG02881	GWD	13
HG02882	GWD	13
HG02884	GWD	13
HG02885	GWD	13
HG02887	GWD	13
HG02888	GWD	13
HG02890	GWD	13
HG02891	GWD	13
HG02895	GWD	13
HG02896	GWD	13
HG02922	ESN	9
HG02923	ESN	9
HG02938	ESN	9
HG02941	ESN	9
HG02943	ESN	9
HG02944	ESN	9
HG02946	ESN	9
HG02947	ESN	9
HG02952	ESN	9
HG02953	ESN	9
HG02968	ESN	9
HG02970	ESN	9
HG02971	ESN	9
HG02973	ESN	9
HG02974	ESN	9
HG02976	ESN	9
HG02977	ESN	9
HG02979	ESN	9
HG02981	ESN	9
HG02982	GWD	13
HG02983	GWD	13
HG03006	BEB	3
HG03007	BEB	3
HG03009	BEB	3
HG03012	BEB	3
HG03015	PJL	23
HG03016	PJL	23
HG03018	PJL	23
HG03019	PJL	23
HG03021	PJL	23
HG03022	PJL	23
HG03024	GWD	13
HG03025	GWD	13
HG03027	GWD	13
HG03028	GWD	13
HG03039	GWD	13
HG03040	GWD	13
HG03045	GWD	13
HG03046	GWD	13
HG03048	GWD	13
HG03049	GWD	13
HG03052	MSL	20
HG03054	MSL	20
HG03055	MSL	20
HG03057	MSL	20
HG03058	MSL	20
HG03060	MSL	20
HG03061	MSL	20
HG03063	MSL	20
HG03064	MSL	20
HG03066	MSL	20
HG03069	MSL	20
HG03072	MSL	20
HG03073	MSL	20
HG03074	MSL	20
HG03077	MSL	20
HG03078	MSL	20
HG03079	MSL	20
HG03081	MSL	20
HG03082	MSL	20
HG03084	MSL	20
HG03085	MSL	20
HG03086	MSL	20
HG03088	MSL	20
HG03091	MSL	20
HG03095	MSL	20
HG03096	MSL	20
HG03097	MSL	20
HG03099	ESN	9
HG03100	ESN	9
HG03103	ESN	9
HG03105	ESN	9
HG03108	ESN	9
HG03109	ESN	9
HG03111	ESN	9
HG03112	ESN	9
HG03114	ESN	9
HG03115	ESN	9
HG03117	ESN	9
HG03118	ESN	9
HG03120	ESN	9
HG03121	ESN	9
HG03123	ESN	9
HG03124	ESN	9
HG03126	ESN	9
HG03127	ESN	9
HG03129	ESN	9
HG03130	ESN	9
HG03132	ESN	9
HG03133	ESN	9
HG03135	ESN	9
HG03136	ESN	9
HG03139	ESN	9
HG03157	ESN	9
HG03159	ESN	9
HG03160	ESN	9
HG03162	ESN	9
HG03163	ESN	9
HG03166	ESN	9
HG03168	ESN	9
HG03169	ESN	9
HG03172	ESN	9
HG03175	ESN	9
HG03189	ESN	9
HG03190	ESN	9
HG03193	ESN	9
HG03195	ESN	9
HG03196	ESN	9
HG03198	ESN	9
HG03199	ESN	9
HG03202	ESN	9
HG03209	MSL	20
HG03212	MSL	20
HG03224	MSL	20
HG03225	MSL	20
HG03228	PJL	23
HG03229	PJL	23
HG03234	PJL	23
HG03235	PJL	23
HG03237	PJL	23
HG03238	PJL	23
HG03240	GWD	13
HG03241	GWD	13
HG03246	GWD	13
HG03247	GWD	13
HG03258	GWD	13
HG03259	GWD	13
HG03265	ESN	9
HG03267	ESN	9
HG03268	ESN	9
HG03270	ESN	9
HG03271	ESN	9
HG03279	ESN	9
HG03280	ESN	9
HG03291	ESN	9
HG03294	ESN	9
HG03295	ESN	9
HG03297	ESN	9
HG03298	ESN	9
HG03300	ESN	9
HG03301	ESN	9
HG03303	ESN	9
HG03304	ESN	9
HG03311	ESN	9
HG03313	ESN	9
HG03342	ESN	9
HG03343	ESN	9
HG03351	ESN	9
HG03352	ESN	9
